puuid,match_id,champion,win,kills,deaths,assists,team_position,game_duration
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7897546851,Riven,False,6,13,6,MIDDLE,2089
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7897517941,Renekton,False,3,2,0,TOP,442
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7896611005,Renekton,True,12,10,13,TOP,2533
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7896580221,Yasuo,True,7,9,7,MIDDLE,1886
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7896552407,Darius,False,6,5,0,JUNGLE,1497
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7896533907,Mordekaiser,False,7,5,0,TOP,1564
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7896516562,Darius,True,12,3,1,TOP,1420
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7895617092,Yasuo,True,2,7,2,TOP,1469
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7895591924,Darius,False,13,11,1,JUNGLE,1478
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7895535842,Aatrox,True,7,3,6,TOP,1780
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7895510545,Aatrox,False,10,5,9,JUNGLE,2120
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7895484474,Darius,True,13,1,5,JUNGLE,1813
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7895456185,Renekton,False,2,11,2,TOP,1958
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7895073591,Renekton,False,1,8,2,TOP,1583
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7894619155,Renekton,False,5,7,3,TOP,1217
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7894525174,Renekton,False,4,4,4,TOP,1907
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7893492450,Darius,True,21,6,15,JUNGLE,2696
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7893434188,Darius,False,14,7,9,JUNGLE,2059
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7893399646,Jax,False,16,8,4,TOP,2033
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7893343556,Darius,True,8,1,5,JUNGLE,1393
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7892407263,Aatrox,True,18,5,10,TOP,1738
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7892367642,Swain,True,9,9,20,TOP,2380
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7891951172,Darius,True,4,4,10,JUNGLE,1807
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7891417610,Darius,False,6,8,10,JUNGLE,1796
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7891373594,Darius,False,12,7,8,JUNGLE,2502
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7891348545,Darius,True,5,2,4,JUNGLE,1216
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7891311835,Darius,True,15,3,6,JUNGLE,1972
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7891257910,Darius,True,11,1,4,JUNGLE,1486
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7891232167,Yasuo,False,5,7,1,TOP,1551
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7889391033,Darius,True,3,2,3,TOP,1144
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7889347152,KSante,True,7,8,4,TOP,2114
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7889313824,Aatrox,False,11,7,11,TOP,1930
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7889281569,Darius,False,5,5,3,JUNGLE,1916
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7889233002,Darius,False,11,7,6,JUNGLE,2263
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7889207267,Darius,False,7,4,4,JUNGLE,1617
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7889193772,Darius,True,8,0,5,JUNGLE,1097
-exCQcvVRPQ9BEX1wcqidk8kg4AszyXeSTzZdKSofnn0ulKTIdAiMb-OtecJrBlauhuVi1A8-ev-LQ,EUW1_7888234569,Darius,True,6,3,6,JUNGLE,1461
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7894796706,Darius,True,4,14,13,TOP,2963
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7894538176,Teemo,True,5,8,13,TOP,2051
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7887268071,Teemo,False,10,11,12,TOP,2196
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7887221629,Heimerdinger,False,10,8,11,TOP,1844
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7887169298,Poppy,True,8,2,9,TOP,1701
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7887162292,Singed,False,0,0,0,TOP,83
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7887116329,Gragas,False,7,11,8,TOP,1866
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7887064750,Yone,True,12,11,5,TOP,1969
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7887006403,Gragas,False,7,9,7,TOP,2432
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7886966397,Gragas,True,12,7,12,TOP,2174
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7886922876,Darius,False,5,10,4,TOP,1881
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7886893654,Illaoi,False,1,11,1,TOP,1856
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7885055826,Singed,True,3,9,13,TOP,1766
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7885008963,Heimerdinger,False,1,8,6,TOP,1721
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7884971525,Gragas,False,3,8,3,TOP,1768
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7884938840,Maokai,True,1,5,6,TOP,1161
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7884893752,Sion,True,4,7,18,TOP,2142
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7884840114,Yone,True,13,9,5,TOP,1851
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7884084199,Olaf,True,16,7,7,TOP,2171
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7884037465,Garen,False,5,6,1,TOP,1739
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7883987750,Sion,False,6,7,4,TOP,1641
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7883928408,Garen,True,11,5,7,TOP,1999
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7883894953,Olaf,False,4,9,1,TOP,1469
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7883825455,Garen,False,1,2,0,TOP,1006
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7878658509,Volibear,True,13,8,8,TOP,1728
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7878606970,Gragas,True,8,7,11,TOP,2007
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7878563408,XinZhao,True,3,11,6,TOP,1670
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7878528131,Sion,False,18,13,1,TOP,1963
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7878494251,Heimerdinger,False,1,14,7,TOP,1660
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7878347969,Heimerdinger,False,9,12,6,TOP,2339
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7878318641,Sion,False,6,8,4,TOP,1604
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7874426197,Chogath,True,14,9,8,TOP,1905
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7874372385,Darius,False,7,10,4,TOP,1626
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7874318254,Garen,True,7,6,5,TOP,1522
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7874273232,Garen,True,11,5,8,TOP,1739
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7874224431,Volibear,False,9,11,5,TOP,1851
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7872441994,Garen,True,6,4,2,TOP,1355
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7872395241,KSante,False,1,8,2,TOP,1514
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7872345248,Mordekaiser,True,5,5,5,TOP,1620
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7872106557,Vladimir,True,5,10,10,TOP,1944
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7872052518,Yone,True,9,10,11,TOP,2096
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7871999615,Zac,True,4,9,14,TOP,1891
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7871966632,Sion,False,2,9,0,TOP,1242
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7871564386,Gragas,True,17,6,2,TOP,1629
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7871555787,Sion,False,1,11,3,TOP,1341
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7871256637,Chogath,True,8,3,5,TOP,1457
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7871199302,Gragas,False,7,10,4,TOP,1834
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7865429266,Chogath,True,17,7,7,TOP,1876
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7865291460,Chogath,True,8,6,10,TOP,1968
BCXzm8Ycr965StfR9n4kApRAUM0F0iOIM5crrtS4ra1l9DFt3_jP0fE15I_xTijX2CzqRpiSzr7YEw,EUW1_7865278618,Chogath,True,0,0,0,TOP,74
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7898643759,Thresh,False,3,4,11,UTILITY,1517
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7898624592,Thresh,False,0,8,13,UTILITY,1675
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7897436067,Thresh,False,0,6,17,UTILITY,1735
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7897424168,Thresh,False,0,5,9,UTILITY,1601
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7896491210,Thresh,False,1,6,6,UTILITY,1739
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7896473697,Bard,False,2,7,9,UTILITY,1890
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7896455828,Thresh,True,1,4,16,UTILITY,1493
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7896433177,Thresh,False,4,6,14,UTILITY,1641
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7895446318,Thresh,True,1,2,14,UTILITY,1420
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7895435285,Thresh,False,0,5,2,UTILITY,1081
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7895423583,Thresh,True,2,1,16,UTILITY,1855
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7895403032,Thresh,False,7,2,11,MIDDLE,2358
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7894536510,Thresh,True,2,3,18,UTILITY,1697
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7894495591,Thresh,True,3,1,13,UTILITY,1201
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7894478252,Thresh,False,0,0,0,UTILITY,70
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7893457043,Thresh,True,2,4,25,UTILITY,2425
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7893410197,Naafiri,False,6,9,10,JUNGLE,2296
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7893374358,Thresh,True,0,5,23,UTILITY,1570
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7893344545,Thresh,True,0,7,15,UTILITY,2121
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7892162769,Bard,True,3,8,23,UTILITY,2014
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7892147846,Nocturne,False,9,6,16,JUNGLE,1734
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7892128273,Thresh,True,0,4,14,UTILITY,1769
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7891251314,Thresh,True,1,5,14,UTILITY,1795
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7891159453,Thresh,True,1,2,11,UTILITY,1258
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7891146570,Bard,False,3,9,25,UTILITY,2237
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7891141744,Thresh,True,0,0,0,UTILITY,73
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7891122623,Thresh,False,1,7,7,UTILITY,1697
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7890191243,Thresh,False,4,4,10,UTILITY,1799
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7890193568,Thresh,False,0,0,0,UTILITY,68
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7890171863,Bard,True,0,1,13,UTILITY,1441
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7890144446,Thresh,True,0,8,28,UTILITY,2179
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7890132768,Thresh,True,1,0,11,UTILITY,1805
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7889157619,Thresh,True,4,1,20,UTILITY,1791
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7889117759,Thresh,True,3,1,10,UTILITY,981
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7889102647,Thresh,True,1,4,9,UTILITY,1590
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7889079257,Thresh,False,2,7,17,UTILITY,2000
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7888055255,Bard,True,6,4,18,UTILITY,2349
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7888039329,Thresh,True,2,5,22,UTILITY,1882
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7888032152,Thresh,True,2,4,17,UTILITY,1171
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7884650758,Thresh,True,1,7,21,UTILITY,2144
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7884622113,Bard,True,4,7,25,UTILITY,1995
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7882423027,Thresh,False,2,5,6,UTILITY,1286
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7882373680,Thresh,False,1,6,13,UTILITY,1717
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7882353124,Thresh,False,2,5,13,UTILITY,1683
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7882336837,Thresh,False,4,7,12,UTILITY,1629
-sxRBJGOeqdUYeUh4DFLEki0nInCW0FtcYQAXD7rZDgn80Zcxrf98QrqA6msmcYNBTzEkODO7IxuQw,EUW1_7881510345,Thresh,False,0,7,25,UTILITY,2351
